"Country.Name","Country.Code","Indicator.Name","Indicator.Code","X2016"
"Kuwait","KWT","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Kuwait","KWT","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Kuwait","KWT","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Kuwait","KWT","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Kuwait","KWT","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Kyrgyz Republic","KGZ","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",81.25
"Kyrgyz Republic","KGZ","Access to electricity (% of population)","EG.ELC.ACCS.ZS",99.9961013793945
"Kyrgyz Republic","KGZ","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",99.9939226490173
"Kyrgyz Republic","KGZ","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Kyrgyz Republic","KGZ","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Kyrgyz Republic","KGZ","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Kyrgyz Republic","KGZ","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Kyrgyz Republic","KGZ","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Kyrgyz Republic","KGZ","GINI index (World Bank estimate)","SI.POV.GINI",26.8
"Lao PDR","LAO","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",5.62
"Lao PDR","LAO","Access to electricity (% of population)","EG.ELC.ACCS.ZS",87.0957717895508
"Lao PDR","LAO","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",80.3351114105026
"Lao PDR","LAO","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",97.3842391967773
"Lao PDR","LAO","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Lao PDR","LAO","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Lao PDR","LAO","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Lao PDR","LAO","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Lao PDR","LAO","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Latvia","LVA","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",95.28
"Latvia","LVA","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Latvia","LVA","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Latvia","LVA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Latvia","LVA","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Latvia","LVA","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Latvia","LVA","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Latvia","LVA","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Latvia","LVA","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Lebanon","LBN","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",NA
"Lebanon","LBN","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Lebanon","LBN","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Lebanon","LBN","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Lebanon","LBN","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Lebanon","LBN","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Lebanon","LBN","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Lebanon","LBN","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Lebanon","LBN","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Lesotho","LSO","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",35.61
"Lesotho","LSO","Access to electricity (% of population)","EG.ELC.ACCS.ZS",29.7333087921143
"Lesotho","LSO","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",15.7458837129464
"Lesotho","LSO","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",65.9880523681641
"Lesotho","LSO","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Lesotho","LSO","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Lesotho","LSO","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Lesotho","LSO","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Lesotho","LSO","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Liberia","LBR","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",0.71
"Liberia","LBR","Access to electricity (% of population)","EG.ELC.ACCS.ZS",19.8
"Liberia","LBR","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",1.3
"Liberia","LBR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",34
"Liberia","LBR","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Liberia","LBR","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Liberia","LBR","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Liberia","LBR","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Liberia","LBR","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Libya","LBY","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",NA
"Libya","LBY","Access to electricity (% of population)","EG.ELC.ACCS.ZS",98.5367279052735
"Libya","LBY","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",96.4409533778846
"Libya","LBY","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",99.1021194458008
"Libya","LBY","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Libya","LBY","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Libya","LBY","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Libya","LBY","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Libya","LBY","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Liechtenstein","LIE","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",NA
"Liechtenstein","LIE","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Liechtenstein","LIE","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Liechtenstein","LIE","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Liechtenstein","LIE","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Liechtenstein","LIE","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Liechtenstein","LIE","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Liechtenstein","LIE","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Liechtenstein","LIE","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Lithuania","LTU","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",100
"Lithuania","LTU","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Lithuania","LTU","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Lithuania","LTU","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Lithuania","LTU","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Lithuania","LTU","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Lithuania","LTU","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Lithuania","LTU","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Lithuania","LTU","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Luxembourg","LUX","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",100
"Luxembourg","LUX","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Luxembourg","LUX","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Luxembourg","LUX","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Luxembourg","LUX","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Luxembourg","LUX","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Luxembourg","LUX","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Luxembourg","LUX","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Luxembourg","LUX","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Macao SAR, China","MAC","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",NA
"Macao SAR, China","MAC","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Macao SAR, China","MAC","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",NA
"Macao SAR, China","MAC","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Macao SAR, China","MAC","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Macao SAR, China","MAC","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Macao SAR, China","MAC","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Macao SAR, China","MAC","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Macao SAR, China","MAC","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Macedonia, FYR","MKD","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",65.63
"Macedonia, FYR","MKD","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Macedonia, FYR","MKD","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Macedonia, FYR","MKD","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Macedonia, FYR","MKD","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Macedonia, FYR","MKD","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Macedonia, FYR","MKD","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Macedonia, FYR","MKD","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Macedonia, FYR","MKD","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Madagascar","MDG","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",0.91
"Madagascar","MDG","Access to electricity (% of population)","EG.ELC.ACCS.ZS",22.9
"Madagascar","MDG","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",17.3
"Madagascar","MDG","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",67.3
"Madagascar","MDG","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Madagascar","MDG","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Madagascar","MDG","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Madagascar","MDG","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Madagascar","MDG","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Malawi","MWI","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",2.5
"Malawi","MWI","Access to electricity (% of population)","EG.ELC.ACCS.ZS",11
"Malawi","MWI","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",4
"Malawi","MWI","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",42
"Malawi","MWI","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Malawi","MWI","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
"Malawi","MWI","Adequacy of social safety net programs (% of total welfare of beneficiary households)","per_sa_allsa.adq_pop_tot",NA
"Malawi","MWI","Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households)","per_lm_alllm.adq_pop_tot",NA
"Malawi","MWI","GINI index (World Bank estimate)","SI.POV.GINI",NA
"Malaysia","MYS","Access to clean fuels and technologies for cooking  (% of population)","EG.CFT.ACCS.ZS",96.3
"Malaysia","MYS","Access to electricity (% of population)","EG.ELC.ACCS.ZS",100
"Malaysia","MYS","Access to electricity, rural (% of rural population)","EG.ELC.ACCS.RU.ZS",100
"Malaysia","MYS","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS",100
"Malaysia","MYS","Adequacy of social insurance programs (% of total welfare of beneficiary households)","per_si_allsi.adq_pop_tot",NA
"Malaysia","MYS","Adequacy of social protection and labor programs (% of total welfare of beneficiary households)","per_allsp.adq_pop_tot",NA
